id,IATA,ICAO,Airline,Callsign,wikimedia_logo_url
1710,,CPL,Chaparral Airlines,CHAPARRAL,https://www.flightaware.com/images/airline_logos/180px/CPL.png
1711,S8,CSU,Chari Aviation Services,CHARI SERVICE,https://www.flightaware.com/images/airline_logos/180px/CSU.png
1712,,CAH,Charlan Air Charter,CHARLAN,https://www.flightaware.com/images/airline_logos/180px/CAH.png
1713,,HMD,Charlie Hammonds Flying Service,HAMMOND,https://www.flightaware.com/images/airline_logos/180px/HMD.png
1714,,CGD,Charlotte Air National Guard,,https://www.flightaware.com/images/airline_logos/180px/CGD.png
1715,,CHW,Charter Air,CHARTER WIEN,https://www.flightaware.com/images/airline_logos/180px/CHW.png
1716,,HRT,Chartright Air,CHARTRIGHT,https://www.flightaware.com/images/airline_logos/180px/HRT.png
1717,,CBB,Cheboksary Airenterprise JSC,CHEBAIR,https://www.flightaware.com/images/airline_logos/180px/CBB.png
1718,,CHM,Chemech Aviation,,https://www.flightaware.com/images/airline_logos/180px/CHM.png
1719,,CHZ,Cherline,CHERL,https://www.flightaware.com/images/airline_logos/180px/CHZ.png
1720,,CMK,Chernomor-Avia,CHERAVIA,https://www.flightaware.com/images/airline_logos/180px/CMK.png
1721,,CBM,Cherokee Express,BLUE MAX,https://www.flightaware.com/images/airline_logos/180px/CBM.png
1722,,CCY,Cherry Air,CHERRY,https://www.flightaware.com/images/airline_logos/180px/CCY.png
1723,,CAB,Chesapeake Air Service,CHESAPEAKE AIR,https://www.flightaware.com/images/airline_logos/180px/CAB.png
1724,,CVR,Chevron U.S.A,CHEVRON,https://www.flightaware.com/images/airline_logos/180px/CVR.png
1725,,CYA,Cheyenne Airways,CHEYENNE AIR,https://www.flightaware.com/images/airline_logos/180px/CYA.png
1726,,CGO,Chicago Air,WILD ONION,https://www.flightaware.com/images/airline_logos/180px/CGO.png
1727,C8,WDY,Chicago Jet Group,WINDY CITY,https://www.flightaware.com/images/airline_logos/180px/WDY.png
1728,,CCH,Chilchota Taxi Aéreo,CHILCHOTA,https://www.flightaware.com/images/airline_logos/180px/CCH.png
1729,,DES,Chilcotin Caribou Aviation,CHILCOTIN,https://www.flightaware.com/images/airline_logos/180px/DES.png
1730,,CAD,Chilliwack Aviation,CHILLIWACKAIR,https://www.flightaware.com/images/airline_logos/180px/CAD.png
1731,,ETN,Chim-Nir Aviation,CHIMNIR,https://www.flightaware.com/images/airline_logos/180px/ETN.png
1732,CI,CAL,China Airlines,DYNASTY,https://www.flightaware.com/images/airline_logos/180px/CAL.png
1733,CK,CKK,China Cargo Airlines,CARGO KING,https://www.flightaware.com/images/airline_logos/180px/CKK.png
1734,MU,CES,China Eastern Airlines,CHINA EASTERN,https://www.flightaware.com/images/airline_logos/180px/CES.png
1735,G5,HXA,China Express Airlines,CHINA EXPRESS,https://www.flightaware.com/images/airline_logos/180px/HXA.png
1736,,CFA,China Flying Dragon Aviation,FEILONG,https://www.flightaware.com/images/airline_logos/180px/CFA.png
1737,,CTH,China General Aviation Corporation,TONGHANG,https://www.flightaware.com/images/airline_logos/180px/CTH.png
1738,,CAG,China National Aviation Corporation,CHINA NATIONAL,https://www.flightaware.com/images/airline_logos/180px/CAG.png
1739,,CHC,China Ocean Helicopter Corporation,CHINA HELICOPTER,https://www.flightaware.com/images/airline_logos/180px/CHC.png
1740,8Y,CYZ,China Postal Airlines,CHINA POST,https://www.flightaware.com/images/airline_logos/180px/CYZ.png
1741,CZ,CSN,China Southern Airlines,CHINA SOUTHERN,https://www.flightaware.com/images/airline_logos/180px/CSN.png
1742,KN,CUA,China United Airlines,LIANHANG,https://www.flightaware.com/images/airline_logos/180px/CUA.png
1743,XO,CXH,China Xinhua Airlines,XINHUA,https://www.flightaware.com/images/airline_logos/180px/CXH.png
1744,,CGU,Chinguetti Airlines,CHINGUETTI,https://www.flightaware.com/images/airline_logos/180px/CGU.png
1745,,CEP,Chipola Aviation,CHIPOLA,https://www.flightaware.com/images/airline_logos/180px/CEP.png
1746,,CPW,Chippewa Air Commuter,CHIPPEWA-AIR,https://www.flightaware.com/images/airline_logos/180px/CPW.png
1747,X7,CHF,Chitaavia,CHITA,https://www.flightaware.com/images/airline_logos/180px/CHF.png
1748,OQ,CQN,Chongqing Airlines,CHONG QING,https://www.flightaware.com/images/airline_logos/180px/CQN.png
1749,,CAS,Christman Air System,CHRISTMAN,https://www.flightaware.com/images/airline_logos/180px/CAS.png
1750,,OEC,Christophorus Flugrettungsverein,CHRISTOPHORUS,https://www.flightaware.com/images/airline_logos/180px/OEC.png
1751,,CHO,Chrome Air Services,CHROME AIR,https://www.flightaware.com/images/airline_logos/180px/CHO.png
1752,,CHU,Church Aircraft,CHURCHAIR,https://www.flightaware.com/images/airline_logos/180px/CHU.png
1753,A2,CIU,Cielos Airlines,CIELOS,https://www.flightaware.com/images/airline_logos/180px/CIU.png
1754,QI,CIM,Cimber Sterling,CIMBER,https://www.flightaware.com/images/airline_logos/180px/CIM.png
1755,C7,CIN,Cinnamon Air,CINNAMON,https://www.flightaware.com/images/airline_logos/180px/CIN.png
1756,,NTS,Cirrus Air,NITE STAR,https://www.flightaware.com/images/airline_logos/180px/NTS.png
1757,,JTI,Cirrus Middle East,,https://www.flightaware.com/images/airline_logos/180px/JTI.png
1758,,FIV,CitationAir,FIVE STAR,https://www.flightaware.com/images/airline_logos/180px/FIV.png
1759,,XCX,Citibank,,https://www.flightaware.com/images/airline_logos/180px/XCX.png
1760,,HZX,Citic General Aviation,ZHONGXIN,https://www.flightaware.com/images/airline_logos/180px/HZX.png
1761,,SDR,City Airline,SWEDESTAR,https://www.flightaware.com/images/airline_logos/180px/SDR.png
1762,,XBG,City of Bangor,,https://www.flightaware.com/images/airline_logos/180px/XBG.png
1763,WX,BCY,CityJet,CITY-IRELAND,https://www.flightaware.com/images/airline_logos/180px/BCY.png
1764,,CAQ,Cityair (Chester) Limited,AIR CHESTER,https://www.flightaware.com/images/airline_logos/180px/CAQ.png
1765,,CII,Cityfly,CITYFLY,https://www.flightaware.com/images/airline_logos/180px/CII.png
1766,,CNB,Cityline Hungary,CITYHUN,https://www.flightaware.com/images/airline_logos/180px/CNB.png
1767,,HSR,Citylink Airlines,HOOSIER,https://www.flightaware.com/images/airline_logos/180px/HSR.png
1768,,CIW,Civair Airways,CIVFLIGHT,https://www.flightaware.com/images/airline_logos/180px/CIW.png
1769,,CAP,Civil Air Patrol,CAP,https://www.flightaware.com/images/airline_logos/180px/CAP.png
1770,,CIA,Civil Aviation Authority,CALIMERA,https://www.flightaware.com/images/airline_logos/180px/CIA.png
1771,,CIV,Civil Aviation Authority of New Zealand,CIVAIR,https://www.flightaware.com/images/airline_logos/180px/CIV.png
1772,,CBA,Civil Aviation Inspectorate of the Czech Republic,CALIBRA,https://www.flightaware.com/images/airline_logos/180px/CBA.png
1773,,FMC,Claessens International Limited,CLAESSENS,https://www.flightaware.com/images/airline_logos/180px/FMC.png
1774,,CLK,Clark Aviation,CLARKAIR,https://www.flightaware.com/images/airline_logos/180px/CLK.png
1775,,CSF,Clasair,CALEDONIAN,https://www.flightaware.com/images/airline_logos/180px/CSF.png
1776,,CLY,Clay Lacy Aviation,CLAY-LACY,https://www.flightaware.com/images/airline_logos/180px/CLY.png
1777,,CGK,Click Airways,CLICK AIR,https://www.flightaware.com/images/airline_logos/180px/CGK.png
1778,,CLZ,Cloud 9 Air Charters,CLOUDLINE,https://www.flightaware.com/images/airline_logos/180px/CLZ.png
1779,,CLD,Clowes Estates Limited,CLOWES,https://www.flightaware.com/images/airline_logos/180px/CLD.png
1780,,SDJ,Club 328,SPACEJET,https://www.flightaware.com/images/airline_logos/180px/SDJ.png
1781,6P,ISG,Club Air,CLUBAIR,https://www.flightaware.com/images/airline_logos/180px/ISG.png
1782,BX,CST,Coast Air,COAST CENTER,https://www.flightaware.com/images/airline_logos/180px/CST.png
1783,DQ,,Coastal Air,U.S. Virgin Islands,
1784,,TCL,Coastal Air Transport,TRANS COASTAL,https://www.flightaware.com/images/airline_logos/180px/TCL.png
1785,,CNG,Coastal Airways,SID-AIR,https://www.flightaware.com/images/airline_logos/180px/CNG.png
1786,,CSV,Coastal Travels,COASTAL TRAVEL,https://www.flightaware.com/images/airline_logos/180px/CSV.png
1787,,CHL,Cohlmia Aviation,COHLMIA,https://www.flightaware.com/images/airline_logos/180px/CHL.png
1788,,OLR,Colaéreos,COLAEREOS,https://www.flightaware.com/images/airline_logos/180px/OLR.png
1789,,CLE,Colemill Enterprises,COLEMILL,https://www.flightaware.com/images/airline_logos/180px/CLE.png
1790,9L,CJC,Colgan Air,COLGAN,https://www.flightaware.com/images/airline_logos/180px/CJC.png
1791,,CAE,Colibri Aviation,HUMMINGBIRD,https://www.flightaware.com/images/airline_logos/180px/CAE.png
1792,,CCX,Colt International,,https://www.flightaware.com/images/airline_logos/180px/CCX.png
1793,,WCO,Columbia Helicopters,COLUMBIA HELI,https://www.flightaware.com/images/airline_logos/180px/WCO.png
1794,,KLR,Columbus Air Transport,KAY-LER,https://www.flightaware.com/images/airline_logos/180px/KLR.png
1795,,GHP,Colvin Aviation,GRASSHOPPER EX,https://www.flightaware.com/images/airline_logos/180px/GHP.png
1796,OH,COM,Comair,COMAIR,https://www.flightaware.com/images/airline_logos/180px/COM.png
1797,MN,CAW,Comair,COMMERCIAL,https://www.flightaware.com/images/airline_logos/180px/CAW.png
1798,,GCM,Comair Flight Services,GLOBECOM,https://www.flightaware.com/images/airline_logos/180px/GCM.png
1799,,CDE,Comed Group,COMEX,https://www.flightaware.com/images/airline_logos/180px/CDE.png
1800,,CVV,Comeravia,COMERAVIA,https://www.flightaware.com/images/airline_logos/180px/CVV.png
1801,,CRS,Comercial Aérea,COMERCIAL AEREA,https://www.flightaware.com/images/airline_logos/180px/CRS.png
1802,,CMG,Comet Airlines,SUNSPY,https://www.flightaware.com/images/airline_logos/180px/CMG.png
1803,,FYN,Comfort Air,FLYNN,https://www.flightaware.com/images/airline_logos/180px/FYN.png
1804,,CMJ,Comfort Jet Services,COMFORT JET,https://www.flightaware.com/images/airline_logos/180px/CMJ.png
1805,,CLA,Comlux Aviation,COMLUX,https://www.flightaware.com/images/airline_logos/180px/CLA.png
1806,,KAZ,Comlux Kazakhstan,KAZLUX,https://www.flightaware.com/images/airline_logos/180px/KAZ.png
1807,,MLM,Comlux Malta,LUXMALTA,https://www.flightaware.com/images/airline_logos/180px/MLM.png
1808,,CXB,Comlux Aruba,STARLUX,https://www.flightaware.com/images/airline_logos/180px/CXB.png
1809,,CMH,Commair Aviation,COMMODORE,https://www.flightaware.com/images/airline_logos/180px/CMH.png
1810,,CTM,Commandement Du Transport Aerien Militaire Francais,COTAM,https://www.flightaware.com/images/airline_logos/180px/CTM.png
1811,,CML,Commander Air Charter,COMMANDAIR,https://www.flightaware.com/images/airline_logos/180px/CML.png
1812,,CRM,Commander Mexicana,COMMANDERMEX,https://www.flightaware.com/images/airline_logos/180px/CRM.png
1813,,CME,Commerce Bank,COMMERCE BANK,https://www.flightaware.com/images/airline_logos/180px/CME.png
1814,,CMS,Commercial Aviation,ACCESS,https://www.flightaware.com/images/airline_logos/180px/CMS.png
1815,,GAR,Commodore Aviation,,https://www.flightaware.com/images/airline_logos/180px/GAR.png
1816,,CJS,Commonwealth Jet Service,COMMONWEALTH,https://www.flightaware.com/images/airline_logos/180px/CJS.png
1817,C5,UCA,CommutAir,COMMUTAIR,https://www.flightaware.com/images/airline_logos/180px/UCA.png
1818,KR,CWK,Comores Airlines,CONTICOM,https://www.flightaware.com/images/airline_logos/180px/CWK.png
1819,,CGR,Compagnia Generale Ripreseaeree,COMPRIP,https://www.flightaware.com/images/airline_logos/180px/CGR.png
1820,,CMM,Compagnie Aérienne du Mali,CAMALI,https://www.flightaware.com/images/airline_logos/180px/CMM.png
1821,,CPM,Compagnie Mauritanienne Des Transports,,https://www.flightaware.com/images/airline_logos/180px/CPM.png
1822,,GIC,Compagnie de Bauxites de Guinee,CEBEGE,https://www.flightaware.com/images/airline_logos/180px/GIC.png
1823,,AIF,Compañía Aérea de Valencia,,https://www.flightaware.com/images/airline_logos/180px/AIF.png
1824,,ATF,Compañía Aerotécnicas Fotográficas,AEROTECNICAS,https://www.flightaware.com/images/airline_logos/180px/ATF.png
1825,,LCT,Compañía De Actividades Y Servicios De Aviación,STELLAIR,https://www.flightaware.com/images/airline_logos/180px/LCT.png
1826,,EJV,Compania Ejecutiva,EJECUTIVA,https://www.flightaware.com/images/airline_logos/180px/EJV.png
1827,,HSE,Compania Helicopteros Del Sureste,HELISURESTE,https://www.flightaware.com/images/airline_logos/180px/HSE.png
1828,,MDR,Compania Mexicana De Aeroplanos,AEROPLANOS,https://www.flightaware.com/images/airline_logos/180px/MDR.png
1829,,HSS,Compañía Transportes Aéreos Del Sur,TAS HELICOPTEROS,https://www.flightaware.com/images/airline_logos/180px/HSS.png
1830,,TAV,Compañía de Servicios Aéreos Tavisa,TAVISA,https://www.flightaware.com/images/airline_logos/180px/TAV.png
1831,,CYF,Company Flight,COMPANY FLIGHT,https://www.flightaware.com/images/airline_logos/180px/CYF.png
1832,CP,CPZ,Compass Airlines,COMPASS ROSE,https://www.flightaware.com/images/airline_logos/180px/CPZ.png
1833,,CPS,Compass International Airways,COMPASS,https://www.flightaware.com/images/airline_logos/180px/CPS.png
1834,,XCO,Compuflight Operations Service,,https://www.flightaware.com/images/airline_logos/180px/XCO.png
1835,,XCS,Compuserve Incorporated,,https://www.flightaware.com/images/airline_logos/180px/XCS.png
1836,,CRC,Conair Aviation,CONAIR-CANADA,https://www.flightaware.com/images/airline_logos/180px/CRC.png
1837,,COD,Concordavia,CONCORDAVIA,https://www.flightaware.com/images/airline_logos/180px/COD.png
1838,,CNR,Condor Aero Services,CONAERO,https://www.flightaware.com/images/airline_logos/180px/CNR.png
1839,,CIB,Condor,CONDOR BERLIN,https://www.flightaware.com/images/airline_logos/180px/CIB.png
1840,DE,CFG,Condor Flugdienst,CONDOR,https://www.flightaware.com/images/airline_logos/180px/CFG.png
1841,,COF,Confort Air,CONFORT,https://www.flightaware.com/images/airline_logos/180px/COF.png
1842,,CAK,Congo Air,,https://www.flightaware.com/images/airline_logos/180px/CAK.png
1843,,CGA,Congressional Air,CONGRESSIONAL,https://www.flightaware.com/images/airline_logos/180px/CGA.png
1844,,ROY,Conifair Aviation,,https://www.flightaware.com/images/airline_logos/180px/ROY.png
1845,,CCT,Connect Air,CONNECT,https://www.flightaware.com/images/airline_logos/180px/CCT.png
1846,,BSN,Connectair Charters,BASTION,https://www.flightaware.com/images/airline_logos/180px/BSN.png
1847,,CAC,Conquest Airlines,CONQUEST AIR,https://www.flightaware.com/images/airline_logos/180px/CAC.png
1848,,CXO,Conroe Aviation Services,CONROE AIR,https://www.flightaware.com/images/airline_logos/180px/CXO.png
1849,,VCH,Consorcio Helitec,CONSORCIO HELITEC,https://www.flightaware.com/images/airline_logos/180px/VCH.png
1850,,UZA,Constanta Airline,CONSTANTA,https://www.flightaware.com/images/airline_logos/180px/UZA.png
1851,,KIS,Contactair,CONTACTAIR,https://www.flightaware.com/images/airline_logos/180px/KIS.png
1852,,XCL,Contel ASC,,https://www.flightaware.com/images/airline_logos/180px/XCL.png
1853,CO,COA,Continental Airlines,CONTINENTAL,https://www.flightaware.com/images/airline_logos/180px/COA.png
1854,,CNW,Continental Airways,,https://www.flightaware.com/images/airline_logos/180px/CNW.png
1855,CO,,Continental Express,JETLINK,
1856,CS,CMI,Continental Micronesia,AIR MIKE,https://www.flightaware.com/images/airline_logos/180px/CMI.png
1857,,CON,Continental Oil,CONOCO,https://www.flightaware.com/images/airline_logos/180px/CON.png
1858,V0,VCV,Conviasa,CONVIASA,https://www.flightaware.com/images/airline_logos/180px/VCV.png
1859,,CKA,Cook Inlet Aviation,COOK-AIR,https://www.flightaware.com/images/airline_logos/180px/CKA.png
1860,,SVY,Cooper Aerial Surveys,SURVEYOR,https://www.flightaware.com/images/airline_logos/180px/SVY.png
1861,CM,CMP,Copa Airlines,COPA,https://www.flightaware.com/images/airline_logos/180px/CMP.png
1862,,CAT,Copenhagen Air Taxi,AIRCAT,https://www.flightaware.com/images/airline_logos/180px/CAT.png
1863,,COP,Copper State Air Service,COPPER STATE,https://www.flightaware.com/images/airline_logos/180px/COP.png
1864,,AAQ,Copterline,COPTERLINE,https://www.flightaware.com/images/airline_logos/180px/AAQ.png
1865,CQ,CCW,Central Charter,CENTRAL CHARTER,https://www.flightaware.com/images/airline_logos/180px/CCW.png
1866,XC,CAI,Corendon Airlines,CORENDON,https://www.flightaware.com/images/airline_logos/180px/CAI.png
1867,CD,CND,Corendon Dutch Airlines,DUTCH CORENDON,https://www.flightaware.com/images/airline_logos/180px/CND.png
1868,,CRA,Coronado Aerolíneas,CORAL,https://www.flightaware.com/images/airline_logos/180px/CRA.png
1869,,CPB,Corpac Canada,PENTA,https://www.flightaware.com/images/airline_logos/180px/CPB.png
1870,,CNC,Corporación Aéreo Cencor,CENCOR,https://www.flightaware.com/images/airline_logos/180px/CNC.png
1871,,CPG,Corporacion Aeroangeles,CORPORANG,https://www.flightaware.com/images/airline_logos/180px/CPG.png
1872,,CGY,Corporacion Paraguaya De Aeronautica,,https://www.flightaware.com/images/airline_logos/180px/CGY.png
1873,,CPT,Corporate Air,AIR SPUR,https://www.flightaware.com/images/airline_logos/180px/CPT.png
1874,,CPR,Corporate Air,CORPAIR,https://www.flightaware.com/images/airline_logos/180px/CPR.png
1875,,CPO,Corporate Aircraft Company,MOKAN,https://www.flightaware.com/images/airline_logos/180px/CPO.png
1876,,COO,Corporate Airlink,CORPORATE,https://www.flightaware.com/images/airline_logos/180px/COO.png
1877,,CKE,Corporate Aviation Services,CHECKMATE,https://www.flightaware.com/images/airline_logos/180px/CKE.png
1878,,VHT,Corporate Flight International,VEGAS HEAT,https://www.flightaware.com/images/airline_logos/180px/VHT.png
1879,LF,VTE,Contour Airlines,VOLUNTEER,https://www.flightaware.com/images/airline_logos/180px/VTE.png
1880,,CJI,Corporate Jets,SEA JET,https://www.flightaware.com/images/airline_logos/180px/CJI.png
1881,SS,CRL,Corsairfly,CORSAIR,https://www.flightaware.com/images/airline_logos/180px/CRL.png
1882,XK,CCM,Corse Méditerranée,CORSICA,https://www.flightaware.com/images/airline_logos/180px/CCM.png
1883,F5,COZ,Cosmic Air,COSMIC AIR,https://www.flightaware.com/images/airline_logos/180px/COZ.png
1884,GW,CRG,Costa Rica Green Airways,,https://www.flightaware.com/images/airline_logos/180px/CRG.png
1885,,CHI,Cougar Helicopters,COUGAR,https://www.flightaware.com/images/airline_logos/180px/CHI.png
1886,,MGB,Coulson Flying Service,MOCKINGBIRD,https://www.flightaware.com/images/airline_logos/180px/MGB.png
1887,,NSW,Country Connection Airlines,,https://www.flightaware.com/images/airline_logos/180px/NSW.png
1888,,CSD,Courier Services,DELIVERY,https://www.flightaware.com/images/airline_logos/180px/CSD.png
1889,,CUT,Court Helicopters,COURT AIR,https://www.flightaware.com/images/airline_logos/180px/CUT.png
1890,,CVL,Coval Air,COVAL,https://www.flightaware.com/images/airline_logos/180px/CVL.png
1891,,COW,COWI,COWI,https://www.flightaware.com/images/airline_logos/180px/COW.png
1892,7C,COY,Coyne Aviation,COYNE AIR,https://www.flightaware.com/images/airline_logos/180px/COY.png
1893,,CFD,Cranfield University,AERONAUT,https://www.flightaware.com/images/airline_logos/180px/CFD.png
1894,,CRE,Cree Airways,CREE AIR,https://www.flightaware.com/images/airline_logos/180px/CRE.png
